0 0 0 1 0 1
0 0 0 1 1 1
0 0 0 1 2 1
0 0 0 2 0 1
0 0 1 0 0 1
0 0 1 0 1 1
0 0 1 1 0 1
0 0 1 2 0 1
0 0 1 2 1 1
0 0 1 2 2 1
0 0 2 0 0 1
0 0 2 1 0 1
0 0 2 2 0 1
0 0 2 2 1 1
0 0 2 2 2 1
0 0 3 0 0 1
0 0 3 1 0 1
0 0 3 2 0 1
0 0 4 0 0 1
0 0 4 0 1 1
0 0 4 1 0 2
0 0 4 1 1 1
0 0 4 2 0 1
0 0 4 2 1 1
0 0 5 0 0 1
0 0 5 0 1 1
0 0 5 0 2 1
0 0 5 1 0 1
0 0 5 1 1 1
0 0 5 1 2 1
0 0 5 1 3 1
0 0 5 2 0 1
0 0 5 2 1 1
0 0 5 2 2 1
0 0 5 2 3 1
0 0 6 0 0 1
0 0 11 1 0 1
0 0 11 1 1 1
0 0 11 2 0 1
0 0 13 1 0 1
0 0 13 2 0 1
0 0 14 0 0 1
0 0 14 2 0 1
0 0 17 0 0 1
0 0 18 1 0 1
0 0 18 2 0 1
0 0 20 1 0 1
0 0 20 2 0 1
0 0 21 1 0 1
0 0 21 2 0 1
0 0 23 2 0 1
0 0 25 1 0 2
0 0 25 1 1 1
0 0 25 1 2 1
0 0 25 2 0 1
0 0 27 1 0 1
0 0 27 2 0 1
0 0 28 0 0 1
0 0 28 1 0 1
0 0 28 2 0 1
0 0 30 1 0 1
0 0 30 1 1 1
0 0 31 2 0 1
0 0 31 2 1 1
0 0 32 1 0 1
0 0 32 1 1 1
0 0 32 1 2 1
0 0 32 1 3 1
0 0 32 1 4 1
0 0 32 1 5 1
0 0 32 2 0 1
0 0 32 2 1 1
0 0 32 2 2 1
0 0 34 0 0 1
0 0 34 1 0 1
0 0 34 1 1 1
0 0 34 1 2 1
0 0 34 2 0 1
0 0 36 2 0 1
0 0 38 2 0 1
0 0 38 2 1 1
0 0 39 1 0 1
0 0 39 1 1 1
0 0 40 1 0 1
0 0 40 2 0 1
0 0 42 1 0 1
0 0 42 1 1 1
0 0 42 1 2 1
0 0 42 1 3 1
0 0 42 1 4 1
0 0 42 1 5 1
0 0 42 2 0 1
0 0 42 2 1 1
0 0 42 2 2 1
0 0 43 1 0 1
0 0 43 1 1 1
0 0 43 2 0 1
0 0 43 2 1 2
0 0 43 2 2 1
0 0 43 2 3 1
0 0 45 1 0 1
0 0 45 1 1 1
0 0 45 2 0 1
0 0 49 2 0 1
0 0 49 2 1 1
0 0 51 1 0 1
0 0 51 2 0 1
0 0 55 0 0 1
0 0 55 1 0 1
0 0 55 1 1 1
0 0 55 1 2 2
0 0 55 1 3 1
0 0 55 2 0 1
0 0 55 2 1 1
0 0 57 0 0 1
0 0 57 1 0 1
0 0 58 1 0 1
0 0 58 1 1 1
0 0 58 2 0 1
0 0 58 2 1 1
0 0 58 2 2 1
0 0 59 2 0 1
0 0 61 1 0 1
0 0 62 0 0 1
0 0 62 1 0 1
0 0 62 1 1 1
0 0 62 1 2 1
0 0 62 1 3 1
0 0 62 2 0 1
0 0 62 2 1 1
0 0 62 2 2 1
0 0 62 2 3 1
0 0 62 2 4 1
0 0 64 2 0 1
0 0 67 0 0 1
0 0 67 1 0 1
0 0 67 2 0 1
0 0 67 2 1 1
0 0 67 2 2 1
0 0 69 2 0 1
0 0 69 2 1 1
0 0 70 0 0 1
0 0 70 1 0 1
0 0 70 1 1 1
0 0 70 2 0 1
0 0 70 2 1 1
0 0 73 0 0 1
0 0 73 0 1 1
0 0 73 1 0 1
0 0 73 1 1 1
0 0 73 1 2 1
0 0 73 1 3 1
0 0 73 1 4 1
0 0 73 1 5 2
0 0 73 2 0 1
0 0 73 2 1 1
0 0 73 2 2 1
0 0 73 2 3 1
0 0 73 2 4 1
0 0 73 2 5 1
0 0 73 2 6 1
0 0 74 0 0 1
0 0 75 1 0 1
0 0 75 2 0 1
0 0 75 2 1 1
0 0 77 1 0 1
0 0 77 2 0 1
0 0 77 2 1 1
0 0 77 2 2 1
0 0 77 2 3 1
0 0 79 0 0 1
0 0 79 1 0 1
0 0 79 1 1 1
0 0 79 2 0 1
0 0 81 0 0 1
0 0 81 0 1 1
0 0 81 0 2 1
0 0 81 1 0 1
0 0 81 1 1 1
0 0 81 1 2 1
0 0 81 2 0 1
0 0 81 2 1 1
0 0 81 2 2 1
0 0 81 2 3 1
0 0 81 2 4 1
0 0 84 1 0 1
0 0 84 2 0 1
0 0 84 2 1 1
0 0 86 1 0 1
0 0 86 1 1 1
0 0 86 1 2 1
0 0 86 2 0 1
0 0 86 2 1 1
0 0 86 2 2 1
0 0 87 0 0 1
0 0 87 0 1 1
0 0 87 1 0 1
0 0 87 1 1 1
0 0 87 1 2 1
0 0 87 1 3 1
0 0 87 1 4 1
0 0 87 1 5 2
0 0 87 1 6 1
0 0 87 1 7 1
0 0 87 2 0 1
0 0 88 0 0 1
0 0 88 0 1 1
0 0 88 1 0 1
0 0 88 2 0 1
0 0 88 2 1 1
0 0 89 1 0 1
0 0 92 1 0 1
0 0 92 2 0 1
0 0 92 2 1 1
0 0 93 0 0 1
0 0 93 1 0 2
0 0 93 1 1 1
0 0 93 1 2 1
0 0 93 1 3 1
0 0 93 1 4 1
0 0 93 1 5 1
0 0 93 2 0 1
0 0 93 2 1 1
0 0 93 2 2 1
0 0 94 0 0 1
0 0 94 0 1 1
0 0 94 1 0 1
0 0 94 1 1 1
0 0 94 1 2 1
0 0 94 1 3 1
0 0 94 2 0 1
0 0 94 2 1 1
0 0 94 2 2 1
0 0 95 0 0 1
0 0 96 2 0 1
0 0 97 1 0 1
0 0 97 1 1 1
0 0 97 1 2 1
0 0 97 1 3 1
0 0 97 1 4 1
0 0 97 2 0 1
0 0 99 1 0 1
0 0 101 2 0 1
0 0 101 2 1 1
0 0 101 2 2 1
0 0 103 0 0 1
0 0 103 1 0 1
0 0 103 2 0 1
0 0 103 2 1 1
0 0 103 2 2 1
0 0 103 2 3 1
0 0 104 1 0 1
0 0 104 2 0 1
0 0 104 2 1 1
0 0 105 2 0 1
0 0 107 1 0 1
0 0 108 0 0 1
0 0 108 1 0 1
0 0 108 1 1 1
0 0 108 1 2 1
0 0 108 2 0 1
0 0 108 2 1 1
0 0 108 2 2 1
0 0 108 2 3 1
0 0 109 1 0 2
0 0 109 1 1 1
0 0 109 2 0 1
0 0 110 0 0 1
0 0 110 0 1 1
0 0 110 0 2 1
0 0 110 1 0 1
0 0 110 1 1 1
0 0 110 1 2 1
0 0 110 2 0 1
0 0 115 2 0 1
0 0 119 2 0 1
0 0 120 0 0 1
0 0 120 0 1 1
0 0 120 1 0 1
0 0 120 1 1 1
0 0 120 1 2 1
0 0 120 1 3 1
0 0 120 1 4 1
0 0 120 2 0 1
0 0 120 2 1 1
0 0 120 2 2 1
0 0 120 2 3 1
0 0 121 1 0 1
0 0 121 2 0 1
0 0 122 0 0 1
0 0 122 1 0 1
0 0 122 1 1 1
0 0 122 1 2 1
0 0 123 0 0 1
0 0 123 1 0 1
0 0 123 1 1 1
0 0 123 1 2 1
0 0 123 2 0 1
0 0 123 2 1 1
0 0 123 2 2 1
0 0 123 2 3 1
0 0 123 2 4 1
0 0 123 2 5 1
0 0 124 0 0 1
0 0 124 2 0 1
0 0 124 2 1 1
0 0 125 2 0 1
0 0 126 1 0 1
0 0 126 1 1 1
0 0 126 1 2 1
0 0 129 0 0 1
0 0 129 1 0 1
0 0 129 1 1 1
0 0 129 1 2 1
0 0 129 1 3 1
0 0 129 1 4 1
0 0 129 2 0 1
0 0 129 2 1 1
0 0 129 2 2 1
0 0 131 1 0 1
0 0 131 2 0 1
0 0 131 2 1 1
0 0 132 1 0 1
0 0 132 1 1 1
0 0 132 2 0 1
0 0 132 2 1 1
0 0 132 2 2 1
0 0 132 2 3 1
0 0 132 2 4 1
0 0 135 1 0 1
0 0 136 1 0 1
0 0 138 1 0 1
0 0 138 2 0 1
0 0 138 2 1 1
0 0 139 0 0 1
0 0 139 1 0 1
0 0 139 1 1 1
0 0 139 1 2 1
0 0 139 1 3 1
0 0 139 1 4 1
0 0 139 2 0 1
0 0 139 2 1 1
0 0 139 2 2 1
0 0 139 2 3 1
0 0 141 0 0 1
0 0 141 0 1 1
0 0 141 0 2 1
0 0 141 1 0 1
0 0 141 1 1 1
0 0 141 1 2 1
0 0 141 1 3 1
0 0 141 1 4 1
0 0 141 2 0 1
0 0 141 2 1 1
0 0 141 2 2 1
0 0 141 2 3 1
0 0 143 0 0 1
0 0 143 1 0 1
0 0 144 2 0 1
0 0 145 0 0 1
0 0 145 1 0 1
0 0 145 1 1 1
0 0 145 2 0 1
0 0 145 2 1 1
0 0 152 1 0 1
0 0 152 1 1 1
0 0 152 2 0 1
0 0 152 2 1 1
0 0 155 2 0 1
0 0 156 1 0 1
0 0 156 1 1 1
0 0 156 1 2 1
0 0 156 1 3 1
0 0 156 1 4 1
0 0 157 1 0 1
0 0 157 1 1 1
0 0 157 1 2 1
0 0 157 1 3 1
0 0 157 1 4 2
0 0 157 1 5 1
0 0 157 2 0 1
0 0 157 2 1 1
0 0 157 2 2 1
0 0 158 0 0 1
0 0 158 1 0 1
0 0 158 1 1 1
0 0 158 1 2 1
0 0 158 1 3 1
0 0 158 1 4 1
0 0 158 1 5 1
0 0 158 2 0 1
0 0 158 2 1 1
0 0 158 2 2 1
0 0 158 2 3 1
0 0 159 2 0 1
0 0 161 1 0 1
0 0 161 1 1 1
0 0 161 1 2 1
0 0 162 1 0 1
0 0 163 0 0 1
0 0 163 2 0 1
0 0 163 2 1 1
0 0 163 2 2 1
0 0 163 2 3 1
0 0 164 0 0 1
0 0 166 0 0 1
0 0 166 1 0 1
0 0 166 1 1 1
0 0 166 2 0 1
0 0 166 2 1 1
0 0 169 2 0 1
0 0 170 1 0 1
0 0 170 1 1 1
0 0 170 1 2 1
0 0 171 0 0 1
0 0 171 1 0 1
0 0 173 0 0 1
0 0 173 1 0 1
0 0 173 1 1 1
0 0 173 1 2 1
0 0 173 2 0 1
0 0 173 2 1 1
0 0 173 2 2 1
0 0 173 2 3 1
0 0 173 2 4 1
0 0 173 2 5 1
0 0 173 2 6 1
0 0 173 2 7 1
0 0 176 0 0 1
0 0 176 1 0 1
0 0 176 1 1 1
0 0 176 2 0 1
0 0 176 2 1 1
0 0 177 2 0 1
0 0 183 1 0 1
0 0 185 1 0 1
0 0 188 1 0 1
0 0 188 1 1 1
0 0 188 1 2 1
0 0 188 1 3 1
0 0 188 1 4 1
0 0 188 1 5 1
0 0 188 2 0 1
0 0 188 2 1 1
0 0 190 0 0 1
0 0 190 1 0 1
0 0 191 0 0 1
0 0 191 1 0 1
0 0 191 2 0 1
0 0 191 2 1 1
0 0 191 2 2 1
0 0 192 1 0 1
0 0 196 0 0 1
0 0 196 0 1 1
0 0 196 1 0 1
0 0 196 1 1 1
0 0 196 1 2 1
0 0 196 1 3 1
0 0 196 1 4 1
0 0 196 2 0 1
0 0 197 0 0 1
0 0 197 1 0 1
0 0 197 1 1 1
0 0 197 2 0 1
0 0 198 0 0 1
0 0 198 2 0 1
0 0 199 0 0 1
0 0 199 0 1 1
0 0 199 1 0 1
0 0 199 2 0 1
0 0 199 2 1 1
0 0 199 2 2 1
0 0 201 0 0 1
