0 0 0 0.988367
0 1 0 0.983201
0 2 0 1.00052
0 3 0 1.01138
0 4 0 1.00501
0 5 0 0.943699
0 6 0 0.994584
0 7 0 0.977181
0 8 0 0.976207
0 9 0 1.01884
0 10 0 1.03999
0 11 0 1.00769
0 12 0 0.970868
0 13 0 1.0101
0 14 0 1.01914
0 15 0 0.97946
0 16 0 0.987251
0 17 0 1.00711
0 18 0 0.991522
0 19 0 0.933102
0 20 0 0.976059
0 21 0 1.04861
0 22 0 1.02501
0 23 0 1.06964
0 24 0 0.978327
0 25 0 0.954257
0 26 0 1.03417
0 27 0 0.963928
0 28 0 1.02305
0 29 0 0.956827
0 30 0 1.02834
0 31 0 1.02105
0 32 0 1.00803
0 33 0 0.993401
0 34 0 0.9721
0 35 0 0.997094
0 36 0 0.963927
0 37 0 1.01719
0 38 0 0.962884
0 39 0 1.01343
0 40 0 0.992079
0 41 0 0.979097
0 42 0 1.02442
0 43 0 0.970626
0 44 0 0.996205
0 45 0 1.03716
0 46 0 1.01135
0 47 0 1.00077
0 48 0 0.987559
0 49 0 0.985288
0 50 0 1.02082
0 51 0 1.02494
0 52 0 0.974483
0 53 0 1.0174
0 54 0 0.998713
0 55 0 0.996024
0 56 0 1.03423
0 57 0 0.974798
0 58 0 0.958246
0 59 0 1.03145
0 60 0 1.0245
0 61 0 0.995849
0 62 0 0.972091
0 63 0 0.994195
0 64 0 0.998541
0 65 0 1.06013
0 66 0 1.00043
0 67 0 1.07736
0 68 0 0.952982
0 69 0 0.966872
0 70 0 0.97661
0 71 0 0.959258
0 72 0 1.08328
0 73 0 1.025
0 74 0 0.972056
0 75 0 1.03498
0 76 0 0.951456
0 77 0 1.0019
0 78 0 1.03062
0 79 0 0.936775
0 80 0 0.950558
0 81 0 1.01181
0 82 0 0.973356
0 83 0 0.989573
0 84 0 0.968614
0 85 0 1.07124
0 86 0 0.966034
0 87 0 1.02699
0 88 0 0.986512
0 89 0 0.953069
0 90 0 1.05083
0 91 0 0.991515
0 92 0 0.951135
0 93 0 1.03592
0 94 0 1.04967
0 95 0 0.998252
0 96 0 1.03338
0 97 0 1.02454
0 98 0 1.01764
0 99 0 0.989236
0 0 1 0.927357
0 1 1 0.994324
0 2 1 1.03387
0 3 1 1.02138
0 4 1 0.987223
0 5 1 1.02919
0 6 1 1.04781
0 7 1 0.97607
0 8 1 1.00512
